customer_id,first_name,last_name,email,status,signup_date,amount,updated_at,region,source_system
C00039,Amelia,Garcia,,INACTIVE,2023-01-20,455.78,2022-11-04 00:00:00,SOUTH,WEB
C00040,Lucas,Martin,lucas.martin@delta.io,ACTIVE,2025-09-29,3791.05,2025-10-23 00:00:00,WEST,WEB
C00041,Mary,Smith,mary.smith@delta.io,PENDING,2024-07-28,3211.24,2024-09-08 00:00:00,WEST,POS
,,Guest,,BLOCKED,2021-04-03,-1326.94,2022-06-09 00:00:00,NORTH,WEB
C00043,Benjamin,Garcia,benjamin.garcia@example.org,PENDING,2021-03-27,1736.68,2021-06-29 00:00:00,NORTH,WEB
C00045,Noah,Rodriguez,invalid-email,INACTIVE,2021-02-25,914.71,2024-12-28 00:00:00,SOUTH,ERP
C00045,Chloe,Davis,chloe.davis@example.org,INACTIVE,2021-02-20,3687.72,2021-05-17 00:00:00,WEST,ERP
C00046,Liam,Davis,liam.davis@company.com,NEW,2021-03-21,1532.58,2021-05-17 00:00:00,SOUTH,POS
C00047,Isabella,Taylor,isabella.taylor@example.org,INACTIVE,2024-09-13,843.03,2024-12-25 00:00:00,EAST,WEB
C00048,Chloe,Brown,chloe.brown@delta.io,NEW,2023-11-10,1396.95,2024-05-02 00:00:00,EAST,CRM
,,Guest,,BLOCKED,2022-12-05,-1089.29,2023-01-12 00:00:00,NORTH,POS
C00050,Isabella,Lee,isabella.lee@delta.io,ACTIVE,2023-11-14,1765.22,2024-02-21 00:00:00,SOUTH,WEB
C00051,Mary,Lewis,mary.lewis@northwind.ai,INACTIVE,2025-07-10,-112.69,2025-10-12 00:00:00,WEST,CRM
C00052,Ella,Anderson,,PENDING,2021-05-25,1397.47,2024-01-30 00:00:00,EAST,POS
C00053,Michael,Jackson,michael.jackson@delta.io,NEW,2022-01-28,2275.06,2022-07-18 00:00:00,WEST,ERP
C00054,Harper,Martinez,harper.martinez@delta.io,ACTIVE,2025-09-04,1634.24,2025-11-21 00:00:00,EAST,ERP
C00056,Charlotte,Hall,invalid-email,PENDING,2025-03-19,1267.14,2022-10-03 00:00:00,WEST,ERP
,,Guest,,BLOCKED,2023-03-08,-314.46,2023-11-21 00:00:00,SOUTH,WEB
C00058,Emma,Hall,noah.williams@company.com,BLOCKED,2022-09-29,8855.42,2020-11-24 00:00:00,WEST,ERP
C00058,James,Lewis,james.lewis@northwind.ai,INACTIVE,2022-05-15,2015.71,2022-10-30 00:00:00,NORTH,CRM
C00059,Henry,White,henry.white@example.org,NEW,2024-11-26,639.83,2024-12-09 00:00:00,SOUTH,CRM
C00060,Mason,Williams,mason.williams@northwind.ai,PENDING,2024-02-19,2763.94,2024-06-12 00:00:00,WEST,POS
C00061,Jack,Davis,jack.davis@northwind.ai,INACTIVE,2025-03-20,1824.3,2025-08-31 00:00:00,EAST,POS
C00062,Jacob,Wilson,jacob.wilson@delta.io,PENDING,2025-01-01,1780.25,2025-03-03 00:00:00,EAST,WEB
,,Guest,,,2020-11-26,-1181.74,2023-02-18 00:00:00,SOUTH,ERP
C00064,Alex,White,alex.white@northwind.ai,NEW,2023-08-13,1309.41,2023-08-29 00:00:00,SOUTH,POS
C00065,Ethan,Walker,,ACTIVE,2024-04-07,875.51,2024-05-12 00:00:00,WEST,POS
C00067,Mia,Lee,invalid-email,INACTIVE,2025-06-22,377.69,2025-03-25 00:00:00,NORTH,POS
C00067,Michael,Rodriguez,michael.rodriguez@northwind.ai,NEW,2025-09-18,3008.46,2025-10-21 00:00:00,NORTH,POS
C00068,Benjamin,Martinez,benjamin.martinez@company.com,INACTIVE,2023-05-28,242.65,2023-09-24 00:00:00,SOUTH,CRM
C00069,Liam,Jackson,liam.jackson@delta.io,PENDING,2022-11-01,794.37,2023-02-07 00:00:00,EAST,POS
,,Guest,,,2020-12-01,-418.29,2021-01-28 00:00:00,SOUTH,CRM
C00071,Henry,Clark,henry.clark@company.com,INACTIVE,2022-05-22,3138.29,2022-05-28 00:00:00,SOUTH,ERP
C00072,Daniel,Martin,daniel.martin@company.com,NEW,2022-03-23,2316.35,2022-09-19 00:00:00,EAST,WEB
C00073,Olivia,Robinson,olivia.robinson@retailgroup.net,ACTIVE,2025-01-11,4043.33,2025-02-22 00:00:00,EAST,CRM
C00074,Benjamin,Smith,benjamin.smith@delta.io,NEW,2023-02-08,2367.44,2023-03-31 00:00:00,NORTH,ERP
C00075,Priya,Lewis,priya.lewis@delta.io,ACTIVE,2024-05-14,3553.27,2024-10-06 00:00:00,NORTH,WEB
C00077,Mia,White,ella.thomas@company.com,,2020-02-21,7646.18,2025-07-07 00:00:00,WEST,WEB
,,Guest,,UNKNOWN,2021-09-18,-498.38,2026-10-07 00:00:00,EAST,POS
C00078,Mason,White,,PENDING,2023-08-13,1681.18,2021-05-12 00:00:00,WEST,ERP
C00079,Henry,Harris,henry.harris@retailgroup.net,PENDING,2023-02-16,2516.63,2023-02-24 00:00:00,WEST,WEB
C00080,Olivia,Martin,olivia.martin@example.org,PENDING,2022-06-14,1412.84,2022-08-25 00:00:00,EAST,CRM
C00081,Lucas,Miller,lucas.miller@company.com,NEW,2023-04-13,922.66,2023-09-03 00:00:00,SOUTH,POS
C00082,Jacob,Lewis,jacob.lewis@northwind.ai,ACTIVE,2021-02-05,1816.11,2021-04-22 00:00:00,SOUTH,POS
C00083,James,Wilson,james.wilson@delta.io,NEW,2023-01-26,2748.31,2023-06-17 00:00:00,EAST,POS
,,Guest,,,2023-12-12,116.57,2023-06-20 00:00:00,EAST,ERP
C00085,Priya,Lee,priya.lee@example.org,INACTIVE,2025-03-02,1243.17,2025-04-21 00:00:00,SOUTH,POS
C00086,Liam,Lee,liam.lee@retailgroup.net,PENDING,2023-12-11,4098.94,2024-01-06 00:00:00,SOUTH,WEB
C00087,Emma,Thomas,emma.thomas@example.org,INACTIVE,2024-12-21,1185.8,2025-03-02 00:00:00,NORTH,CRM
C00089,Mia,Taylor,invalid-email,INACTIVE,2025-07-03,-89.65,2020-07-16 00:00:00,EAST,POS
C00089,Ava,Harris,ava.harris@delta.io,PENDING,2021-04-16,676.45,2021-08-17 00:00:00,NORTH,CRM
C00090,Ethan,Martin,ethan.martin@company.com,ACTIVE,2024-11-06,2372.73,2024-12-15 00:00:00,SOUTH,WEB
,,Guest,,BLOCKED,2022-10-13,-1227.56,2025-07-08 00:00:00,SOUTH,POS
C00092,Mason,Harris,mason.harris@delta.io,PENDING,2023-05-29,3595.92,2023-10-22 00:00:00,NORTH,CRM
C00093,Henry,Miller,henry.miller@example.org,INACTIVE,2021-06-16,1023.27,2021-08-17 00:00:00,SOUTH,CRM
C00094,Olivia,Smith,olivia.smith@northwind.ai,NEW,2024-05-01,1826.18,2024-07-15 00:00:00,NORTH,ERP
C00096,Sophia,Lewis,sophia.lewis@northwind.ai,BLOCKED,2022-08-14,8315.2,2022-04-18 00:00:00,NORTH,ERP
C00096,Jacob,Williams,jacob.williams@delta.io,ACTIVE,2021-05-27,3451.05,2021-07-09 00:00:00,EAST,WEB
C00097,Mason,Johnson,mason.johnson@northwind.ai,NEW,2024-12-04,2855.09,2025-02-12 00:00:00,WEST,POS
,,Guest,,BLOCKED,2020-06-12,545.67,2024-06-18 00:00:00,EAST,CRM
C00100,Alex,Wilson,invalid-email,ACTIVE,2023-01-08,1804.99,2022-04-18 00:00:00,WEST,WEB
C00100,Olivia,Martinez,olivia.martinez@northwind.ai,ACTIVE,2023-10-05,2622.27,2024-02-03 00:00:00,EAST,POS
C00101,Michael,Anderson,michael.anderson@company.com,NEW,2022-11-07,3585.41,2023-05-04 00:00:00,WEST,WEB
C00102,Ella,Jackson,ella.jackson@retailgroup.net,PENDING,2021-06-30,38.53,2021-09-03 00:00:00,EAST,CRM
C00103,Henry,Jackson,henry.jackson@retailgroup.net,NEW,2021-01-03,3443.69,2021-04-19 00:00:00,NORTH,ERP
C00104,Lucas,Thomas,,NEW,2024-12-15,1483.98,2022-08-28 00:00:00,SOUTH,WEB
,,Guest,,UNKNOWN,2025-06-08,-1220.72,2023-09-06 00:00:00,SOUTH,WEB
C00106,Mia,Smith,mia.smith@retailgroup.net,ACTIVE,2022-04-06,1642.52,2022-08-03 00:00:00,NORTH,ERP
C00107,Ava,Lewis,ava.lewis@delta.io,NEW,2022-07-14,2078.33,2022-11-15 00:00:00,WEST,ERP
C00108,Mason,Garcia,mason.garcia@example.org,INACTIVE,2024-05-12,1537.09,2024-05-30 00:00:00,EAST,POS
C00109,Michael,Hall,michael.hall@retailgroup.net,PENDING,2021-01-06,1034.19,2021-03-24 00:00:00,WEST,ERP
C00111,Mason,Garcia,invalid-email,NEW,2023-11-14,829.76,2024-07-20 00:00:00,EAST,ERP
C00111,James,Wilson,james.wilson@retailgroup.net,NEW,2025-10-20,1534.43,2025-11-01 00:00:00,EAST,POS
,,Guest,,UNKNOWN,2024-04-30,773.35,2022-05-27 00:00:00,NORTH,ERP
C00113,Lucas,Martinez,lucas.martinez@delta.io,NEW,2025-11-26,3637.11,2025-12-22 00:00:00,WEST,CRM
C00115,Amelia,Williams,charlotte.clark@example.org,BLOCKED,2025-04-07,7033.73,2023-01-12 00:00:00,WEST,CRM
C00115,Chloe,Anderson,chloe.anderson@retailgroup.net,NEW,2022-10-11,1521.64,2023-02-27 00:00:00,NORTH,CRM
C00116,Emma,Clark,emma.clark@delta.io,ACTIVE,2025-03-10,4188.88,2025-06-30 00:00:00,NORTH,CRM
C00117,Mason,Davis,,PENDING,2020-04-28,-51.12,2021-01-15 00:00:00,EAST,WEB
C00118,Charlotte,Williams,charlotte.williams@example.org,INACTIVE,2024-03-05,2174.64,2024-04-18 00:00:00,SOUTH,CRM
,,Guest,,UNKNOWN,2022-09-13,-355.37,2021-12-06 00:00:00,WEST,WEB
C00120,Mason,Moore,mason.moore@company.com,PENDING,2023-08-11,3763.28,2024-02-01 00:00:00,SOUTH,CRM
C00122,Mason,Thomas,invalid-email,PENDING,2024-10-03,2261.25,2025-09-19 00:00:00,EAST,ERP
C00122,Ethan,Martin,ethan.martin@company.com,PENDING,2024-03-17,904.73,2024-08-12 00:00:00,EAST,WEB
C00123,John,Allen,john.allen@northwind.ai,ACTIVE,2024-03-05,1065.76,2024-08-08 00:00:00,WEST,WEB
C00124,Henry,Hall,henry.hall@example.org,INACTIVE,2022-12-23,2502.52,2023-06-04 00:00:00,SOUTH,WEB
C00125,Ella,Walker,ella.walker@example.org,ACTIVE,2024-07-09,2594.03,2024-09-27 00:00:00,WEST,CRM
,,Guest,,,2021-06-22,-1292.69,2023-10-08 00:00:00,WEST,ERP
C00127,Noah,Williams,noah.williams@retailgroup.net,PENDING,2023-01-20,3666.31,2023-03-04 00:00:00,EAST,POS
C00128,Grace,Taylor,grace.taylor@delta.io,ACTIVE,2023-08-18,3354.28,2023-09-24 00:00:00,SOUTH,POS
C00129,Chloe,Hall,chloe.hall@retailgroup.net,NEW,2025-06-08,1460.15,2025-06-12 00:00:00,EAST,CRM
C00130,Mason,Thomas,,PENDING,2024-04-09,1618.2,2024-04-26 00:00:00,SOUTH,POS
C00131,John,Robinson,john.robinson@retailgroup.net,INACTIVE,2024-06-03,1296.99,2024-11-16 00:00:00,NORTH,POS
C00133,James,Taylor,invalid-email,NEW,2021-04-22,59.11,2020-08-18 00:00:00,WEST,CRM
,,Guest,,BLOCKED,2022-08-19,540.7,2022-01-24 00:00:00,WEST,WEB
C00134,Ella,Lee,ella.lee@retailgroup.net,INACTIVE,2025-03-01,1690.63,2025-06-16 00:00:00,NORTH,POS
C00135,Harper,White,harper.white@delta.io,INACTIVE,2023-01-29,21.33,2023-05-23 00:00:00,WEST,ERP
C00136,Chloe,Thomas,chloe.thomas@company.com,PENDING,2023-01-23,4117.61,2023-02-08 00:00:00,WEST,WEB
C00137,Noah,Johnson,noah.johnson@northwind.ai,ACTIVE,2022-03-11,276.03,2022-03-24 00:00:00,EAST,ERP
C00138,Daniel,Hall,daniel.hall@retailgroup.net,INACTIVE,2025-08-27,766.49,2026-01-25 00:00:00,SOUTH,ERP
C00139,Michael,Walker,michael.walker@example.org,ACTIVE,2024-05-05,3286.94,2024-07-15 00:00:00,SOUTH,ERP
,,Guest,,,2021-12-15,-1247.17,2020-06-22 00:00:00,NORTH,WEB
C00141,Grace,Hall,grace.hall@example.org,INACTIVE,2021-02-02,2423.84,2021-04-11 00:00:00,NORTH,ERP
C00142,Amelia,White,amelia.white@retailgroup.net,NEW,2021-05-11,370.97,2021-09-03 00:00:00,EAST,CRM
C00144,Mason,Thompson,invalid-email,INACTIVE,2020-06-26,2408.97,2026-01-22 00:00:00,WEST,CRM
C00144,Mary,Martin,mary.martin@northwind.ai,NEW,2021-08-10,1721.5,2021-12-02 00:00:00,NORTH,CRM
C00145,Michael,Robinson,michael.robinson@example.org,PENDING,2022-07-18,163.75,2022-10-24 00:00:00,EAST,POS
C00146,Lucas,Robinson,lucas.robinson@northwind.ai,ACTIVE,2024-12-08,308.45,2025-05-25 00:00:00,SOUTH,POS
,,Guest,,UNKNOWN,2022-07-24,-548.23,2025-08-24 00:00:00,WEST,CRM
C00148,Michael,White,michael.white@delta.io,INACTIVE,2023-02-06,2753.27,2023-08-01 00:00:00,WEST,CRM
C00149,Alex,Allen,alex.allen@company.com,PENDING,2021-07-17,282.75,2021-08-20 00:00:00,NORTH,WEB
C00150,Ella,Johnson,ella.johnson@northwind.ai,NEW,2024-09-24,1407.54,2024-10-08 00:00:00,EAST,WEB
C00151,Isabella,Johnson,isabella.johnson@retailgroup.net,NEW,2021-11-13,2072.02,2022-01-10 00:00:00,NORTH,WEB
C00153,Chloe,Garcia,isabella.johnson@delta.io,SUSPENDED,2024-10-23,7606.4,2020-05-26 00:00:00,EAST,CRM
C00153,Olivia,Moore,olivia.moore@delta.io,ACTIVE,2022-12-20,3861.04,2023-02-05 00:00:00,SOUTH,POS
,,Guest,,BLOCKED,2021-08-04,204.23,2020-06-21 00:00:00,SOUTH,POS
C00155,Charlotte,Harris,charlotte.harris@delta.io,PENDING,2022-10-01,560.01,2023-02-24 00:00:00,NORTH,CRM
C00156,Daniel,Davis,,ACTIVE,2020-11-30,435.02,2025-06-08 00:00:00,WEST,POS
C00157,Liam,Miller,liam.miller@retailgroup.net,ACTIVE,2023-05-31,371.69,2023-08-12 00:00:00,WEST,WEB
C00158,Mary,Wilson,mary.wilson@northwind.ai,ACTIVE,2021-04-23,4132.81,2021-06-15 00:00:00,EAST,ERP
C00159,Henry,Williams,henry.williams@delta.io,ACTIVE,2021-09-03,1130.41,2022-01-09 00:00:00,WEST,ERP
C00160,Daniel,Jackson,daniel.jackson@retailgroup.net,PENDING,2023-10-22,2919.86,2023-11-10 00:00:00,WEST,CRM
,,Guest,,UNKNOWN,2020-03-17,-442.57,2021-04-24 00:00:00,WEST,POS
C00162,James,Clark,james.clark@northwind.ai,ACTIVE,2023-04-10,1130.71,2023-07-03 00:00:00,SOUTH,POS
C00163,Leo,Lewis,leo.lewis@delta.io,ACTIVE,2025-09-26,260.72,2025-11-28 00:00:00,WEST,POS
C00164,Lucas,Brown,lucas.brown@northwind.ai,PENDING,2025-03-08,3640.67,2025-05-04 00:00:00,EAST,ERP
C00166,Alex,Thompson,invalid-email,ACTIVE,2025-12-13,1539.81,2024-03-01 00:00:00,SOUTH,ERP
C00166,Priya,Williams,priya.williams@delta.io,INACTIVE,2024-05-18,732.21,2024-11-02 00:00:00,NORTH,ERP
C00167,Henry,Clark,henry.clark@northwind.ai,NEW,2024-02-29,1884.28,2024-08-22 00:00:00,EAST,WEB
,,Guest,,SUSPENDED,2024-12-06,-1342.94,2025-11-05 00:00:00,EAST,WEB
C00169,Benjamin,Jones,,PENDING,2025-09-09,9.51,2025-10-24 00:00:00,NORTH,CRM
C00170,Isabella,Allen,isabella.allen@delta.io,ACTIVE,2025-11-05,211.48,2026-04-12 00:00:00,WEST,POS
C00172,Benjamin,Garcia,grace.lee@company.com,UNKNOWN,2022-02-10,2893.74,2025-06-04 00:00:00,SOUTH,CRM
C00172,Mason,Johnson,mason.johnson@delta.io,INACTIVE,2021-06-22,4123.91,2021-07-03 00:00:00,SOUTH,POS
C00173,Mason,Thompson,mason.thompson@retailgroup.net,PENDING,2023-01-16,2514.36,2023-03-30 00:00:00,WEST,POS
C00174,Henry,Anderson,henry.anderson@retailgroup.net,PENDING,2024-07-16,106.22,2024-08-02 00:00:00,EAST,CRM
,,Guest,,UNKNOWN,2023-03-09,-920.41,2022-02-25 00:00:00,NORTH,ERP
C00177,Isabella,Taylor,invalid-email,NEW,2021-06-12,1880.16,2021-03-03 00:00:00,WEST,WEB
C00177,Leo,Williams,leo.williams@retailgroup.net,NEW,2024-10-05,283.72,2025-02-13 00:00:00,EAST,CRM
C00178,Isabella,Taylor,isabella.taylor@example.org,NEW,2022-12-01,3989.05,2023-01-20 00:00:00,SOUTH,ERP
C00179,Daniel,Brown,daniel.brown@delta.io,ACTIVE,2021-07-27,3527.93,2022-01-13 00:00:00,EAST,ERP
C00180,Harper,Jackson,harper.jackson@example.org,INACTIVE,2025-08-30,580.91,2025-12-21 00:00:00,NORTH,POS
C00181,Isabella,Rodriguez,isabella.rodriguez@example.org,PENDING,2024-06-04,4068.62,2024-09-27 00:00:00,SOUTH,ERP
,,Guest,,,2025-04-05,579.14,2022-09-10 00:00:00,WEST,POS
C00183,Henry,Taylor,henry.taylor@northwind.ai,INACTIVE,2023-05-08,2052.56,2023-06-29 00:00:00,SOUTH,WEB
C00184,Mary,Clark,mary.clark@northwind.ai,ACTIVE,2024-02-10,3656.19,2024-06-22 00:00:00,NORTH,WEB
C00185,Alex,Walker,alex.walker@example.org,INACTIVE,2023-11-18,1058.46,2024-03-09 00:00:00,NORTH,ERP
C00186,Leo,Harris,leo.harris@delta.io,ACTIVE,2023-04-30,3899.64,2023-08-10 00:00:00,EAST,ERP
C00188,Ethan,Brown,invalid-email,PENDING,2022-07-08,-387.25,2021-09-12 00:00:00,EAST,ERP
C00188,Daniel,Jones,daniel.jones@delta.io,INACTIVE,2023-08-26,3843.15,2023-12-25 00:00:00,WEST,CRM
,,Guest,,BLOCKED,2020-03-18,-911.37,2022-06-12 00:00:00,WEST,CRM
C00191,Henry,Taylor,emma.taylor@company.com,BLOCKED,2022-09-03,3778.43,2025-02-20 00:00:00,NORTH,POS
C00191,Harper,Garcia,harper.garcia@company.com,INACTIVE,2024-03-23,2610.05,2024-04-29 00:00:00,EAST,POS
C00192,John,Robinson,john.robinson@delta.io,INACTIVE,2023-05-04,919.24,2023-10-22 00:00:00,NORTH,WEB
C00193,Alex,Thompson,alex.thompson@retailgroup.net,ACTIVE,2023-11-06,2071.66,2024-02-14 00:00:00,WEST,CRM
C00194,Jacob,Jackson,jacob.jackson@delta.io,PENDING,2021-02-03,975.77,2021-02-21 00:00:00,EAST,ERP
C00195,Amelia,Rodriguez,,ACTIVE,2023-09-23,136.83,2024-09-19 00:00:00,EAST,ERP
,,Guest,,UNKNOWN,2025-05-14,-47.01,2021-08-08 00:00:00,WEST,CRM
C00197,Sophia,Miller,sophia.miller@company.com,ACTIVE,2025-12-20,3297.59,2026-03-11 00:00:00,EAST,POS
C00199,Leo,Garcia,invalid-email,NEW,2022-11-03,-353.52,2022-05-06 00:00:00,EAST,CRM
C00199,Chloe,Clark,chloe.clark@delta.io,PENDING,2025-06-26,1060.3,2025-10-16 00:00:00,WEST,POS
C00200,Jack,Jackson,jack.jackson@delta.io,NEW,2023-10-14,4086.49,2024-01-17 00:00:00,EAST,CRM
C00201,Amelia,White,amelia.white@company.com,INACTIVE,2025-08-12,1740.22,2025-12-30 00:00:00,EAST,WEB
C00202,Priya,Brown,priya.brown@delta.io,NEW,2022-09-20,2735.17,2023-02-22 00:00:00,WEST,ERP
,,Guest,,UNKNOWN,2023-12-10,-471.6,2024-10-25 00:00:00,WEST,WEB
C00204,Jacob,Hall,jacob.hall@company.com,NEW,2024-07-29,204.18,2024-10-31 00:00:00,SOUTH,CRM
C00205,Daniel,Robinson,daniel.robinson@northwind.ai,INACTIVE,2021-05-18,30.33,2021-10-31 00:00:00,EAST,WEB
C00206,Ethan,Martinez,ethan.martinez@company.com,NEW,2024-10-22,2494.01,2025-01-25 00:00:00,EAST,POS
C00207,Henry,Brown,henry.brown@retailgroup.net,NEW,2023-01-22,474.84,2023-04-13 00:00:00,EAST,ERP
C00208,Priya,Smith,,INACTIVE,2025-08-06,963.15,2021-09-09 00:00:00,EAST,POS
C00210,Noah,Robinson,invalid-email,PENDING,2025-07-04,300.71,2022-02-13 00:00:00,NORTH,POS
,,Guest,,SUSPENDED,2024-12-28,793.7,2024-07-09 00:00:00,EAST,CRM
C00211,Mia,Garcia,mia.garcia@delta.io,INACTIVE,2025-10-10,3730.55,2026-04-08 00:00:00,SOUTH,WEB
C00212,Lucas,Wilson,lucas.wilson@company.com,INACTIVE,2025-06-11,4135.77,2025-08-11 00:00:00,WEST,CRM
C00213,Isabella,Garcia,isabella.garcia@retailgroup.net,INACTIVE,2025-07-04,1473.7,2025-12-08 00:00:00,NORTH,CRM
C00214,Sophia,Jackson,sophia.jackson@northwind.ai,NEW,2025-04-25,2151.01,2025-09-20 00:00:00,NORTH,ERP
C00215,Michael,Clark,michael.clark@company.com,PENDING,2024-10-24,1823.89,2024-11-26 00:00:00,SOUTH,ERP
C00216,Charlotte,Thompson,charlotte.thompson@company.com,INACTIVE,2023-11-28,3471.61,2024-02-14 00:00:00,SOUTH,ERP
,,Guest,,,2022-07-12,-704.15,2026-03-21 00:00:00,NORTH,WEB
C00218,Noah,Clark,noah.clark@retailgroup.net,PENDING,2024-07-04,1065.63,2024-12-09 00:00:00,NORTH,ERP
C00219,Benjamin,Martinez,benjamin.martinez@example.org,PENDING,2024-07-02,619.59,2024-11-24 00:00:00,NORTH,CRM
C00221,Alex,Jones,invalid-email,PENDING,2022-05-13,2567.84,2025-02-08 00:00:00,NORTH,POS
C00221,Jack,Clark,,PENDING,2023-05-22,888.33,2024-12-21 00:00:00,WEST,CRM
C00222,James,Jones,james.jones@example.org,NEW,2023-09-19,1779.1,2023-11-11 00:00:00,EAST,ERP
C00223,Michael,Lewis,michael.lewis@delta.io,PENDING,2025-10-29,3051.74,2026-02-09 00:00:00,SOUTH,WEB
,,Guest,,BLOCKED,2023-07-31,-944.0,2021-09-30 00:00:00,WEST,ERP
C00225,Daniel,Johnson,daniel.johnson@company.com,NEW,2023-02-26,1133.72,2023-05-01 00:00:00,SOUTH,WEB
C00226,Benjamin,Lee,benjamin.lee@delta.io,NEW,2021-11-23,700.08,2022-04-04 00:00:00,WEST,POS
C00227,Jack,Taylor,jack.taylor@northwind.ai,NEW,2023-03-17,-19.88,2023-05-18 00:00:00,SOUTH,WEB
C00229,Mary,Jones,sophia.martin@retailgroup.net,UNKNOWN,2023-03-16,4830.22,2021-04-13 00:00:00,SOUTH,WEB
C00229,Amelia,Thomas,amelia.thomas@northwind.ai,ACTIVE,2023-04-01,1460.85,2023-08-25 00:00:00,SOUTH,WEB
C00230,Mia,Taylor,mia.taylor@company.com,PENDING,2023-07-12,1549.03,2023-12-19 00:00:00,NORTH,ERP
